Symbol,Final Weighted Rating,PEG,GPM,ROA,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Unweighted Rating
LNC,377.3145483542084,0.873352754448329,0.5868241597661958,0.005503996350793401,0.11435540069686412,0.0594701549962,-0.210678210678,-0.188034188034,4
BAK,116.7700783784902,1.3989029281488166,0.19945987461419154,0.04808312567711505,0.4329535589115007,-0.2454,-0.3758,276.6061,5
HZN,50.93921619797094,1.7337104496550524,0.16928054591446556,-0.39121511460631053,3.2008788449466414,-0.306936416185,56.4535211268,57.1428571429,3
SD,42.91792300946409,1.0434714417206887,0.0,-0.7393666826287789,-1.116418852434576,0.0,48.5101928375,47.7692307692,4
MS,18.21391216943205,1.6223752665885671,-0.0,0.01009795304820371,0.11087812235588419,0.0,0.0336076817558,0.0935550935551,5
ITIC,15.748184807805197,0.8313042761071329,0.9807522533814346,0.11920740603199023,0.16439000428507228,0.149299768186,0.436963274255,0.465517241379,5
MTB,15.24068815895644,0.8335949288114802,1.0,0.016093306338153212,0.1227455674552508,0.00848051763533,0.00577087504171,0.0792156862745,5
DDS,12.868944185338828,1.2298710229847072,0.3174655089247094,0.049619554177938896,0.10144478518286372,0.0013648433995,-0.230707017766,-0.170439414115,4
OCUL,12.236511847750965,1.7369309098360137,0.44996451383960256,-1.0969265938531878,23.793939393939393,0.247213114754,0.44006135583,0.216560509554,4
VSTO,12.009600707295768,0.805424079405932,0.2019345862674688,-0.37309230084987366,-1.0646969000394062,-0.202076159106,9.76575574445,9.73333333333,4
LBY,11.8703868550671,1.5835088196308964,0.1962940522045514,-0.09766558603738289,2.6765036646372202,-0.004403096371,7.67508798391,7.55555555556,4
SGOC,11.745464288280298,1.7515644095596212,-0.6677215189873418,-0.06482883657075786,-0.08960737022792951,0.1834,-0.1033,0.6465,4
AER,11.526541682921478,1.144230716558006,0.9069814874228642,0.023505149342444725,0.1150460441538152,-0.0325,-0.0562,0.0479,5
UAL,10.659850015741323,0.8128887113514632,1.0,0.05719336260477847,0.26094874685630043,0.0473573348183,0.413339596054,0.504527813713,5
ECPG,10.549769944306806,1.7524841776958533,1.0,0.03418955386511064,0.1642243685879281,0.0,0.448570146523,0.315403422983,5
W,10.101321839509978,1.764709815717643,0.23527101890565602,-0.33341279925013073,1.0427617643570062,0.353312455923,0.953229646088,0.896980461812,3
BPMC,10.098552681177233,1.7857945786097402,1.0,-0.49130556426930283,-0.7487611955405193,0.493946676849,0.469282713973,0.34879406308,3
ORLY,9.717801267331975,1.3506706843671195,0.5314974357104961,0.12979576678896274,3.5008858911763228,0.0703824192465,0.0502496438244,0.110633066994,5
OMP,9.575913116867978,1.0675449892315028,0.8870098904980572,0.10189586799333836,0.40242158908232717,0.0645595972595,1.35053441215,0.873626373626,5
AR,9.32709356273087,1.2151116988494484,0.8752885777861451,-0.02238048730030441,-0.04879379429136894,0.117358235867,-0.144366152894,-0.119047619048,4
ANAT,9.054666963071808,0.8196524923175091,0.8400149577054172,0.021692860154601968,0.1035707840178278,0.31024406545,2.90177678543,2.90524534687,4
GBL,8.909032386825483,1.3676582821817778,1.0,0.4314009458306563,1.497103276860939,-0.0851854563559,-0.301025632274,-0.267156862745,5
HSC,8.89130694354529,1.3845690946699019,0.797083542256584,0.21285154133088233,0.6795207529868659,0.273150990493,2.67671114938,2.72352941176,5
BIO,8.729884858901492,1.6315464894948024,0.5342635564106988,0.06515693625527262,0.09093778596836927,0.027670336696,3.81044857768,3.8106122449,4
ABG,8.704375354765798,1.1708842804204114,0.1621153072687683,0.06333940164187819,0.2853164165248337,0.0597461468722,0.097619047619,0.154306220096,5
PSTI,8.516343749287541,0.9233908191256005,0.9629629629629629,-1.1276588949217503,-1.6180285046514826,0.0833333333333,0.351412386129,10.6,4
ANTM,8.434135663332887,0.9628938726856666,0.9808853022175736,0.06206344492789175,0.15150655572365104,4.05794161306,0.281866666667,0.294562973159,4
LGIH,8.281508293558904,1.5831826505498894,0.23745507721333467,0.10720028329377024,0.21132214772247285,0.148882910959,0.150187396159,0.117561683599,5
FLXN,8.259446544890107,0.9972710209325716,0.863481228668942,-0.6884215848501563,7.448428486174657,3.14781406373,-0.117211583235,-0.124721603563,4
CBD,8.121380483451972,1.4175678264386697,0.23394346804892022,0.022327764006887085,0.0846545663246982,-0.1027,0.2416,0.7452,4
COF,8.106305577181509,1.747699686597499,0.0,0.01614600389758897,0.11641635054579237,0.0,2.03481331988,2.38068181818,4
SHLX,7.979355553909676,1.2840583158671397,0.8707753479125249,0.26151560178306094,-0.7049399198931909,0.0498561840844,0.137685843568,0.106666666667,4
ALL,7.880138686478843,1.1829938361829349,1.0,0.04040850354314297,0.1864374182629433,0.122064548537,1.15230905861,1.35537190083,5
HTBX,7.868524243953036,0.879240403533016,0.0,-0.7711943264022331,-1.4749598463025957,0.0,0.0,0.0,3
VMW,7.76729660955944,1.3498464943974577,0.9846452687077976,0.24385791435308435,0.9148237979740333,0.212000455425,1.64739884393,1.58754208754,5
STX,7.756786001664006,1.598716684663592,0.2821944177093359,0.22644907146876758,0.9306197964847364,-0.128418549346,0.702199661591,0.739024390244,5
IBKC,7.653750206573962,1.452259246984798,1.0,0.012113314697707125,0.08858163770247379,0.15308402137,0.037558507923,0.0723076923077,5
SIVB,7.5696273310750914,1.5097436157818882,0.0,0.017106526827520084,0.19034406139389537,0.0,0.985378364383,0.966773847803,4
CNBKA,7.5557116773773085,0.8051871527223713,1.0,0.007227956181095997,0.11936640998734142,0.0347066194262,0.0962637726783,0.0937896070976,5
MUR,7.528884855434947,1.2074448305017706,1.0,0.09810979285410493,0.21028045929919925,0.100558896103,1.79668397009,1.94537815126,4
SKYW,7.436092142187957,1.6738956520896922,0.17236351865753377,0.051087938959872944,0.15636634982579423,0.0800750611453,0.213027691781,0.237037037037,4
NOC,7.384278531675481,1.519720158161303,0.44815460536036167,0.054710506461583396,0.2549041841478626,0.0598183088749,-0.303809228863,-0.285637439484,5
VRTS,7.362490072288757,0.8491650865060065,1.0,0.029847090182529425,0.1415556334995316,0.0199389752551,0.266387745105,0.338313767343,5
ADRO,7.331250825039492,1.1030183835381404,1.0,-0.2827611538105062,-1.2557664456132327,0.143898720753,-0.136172488648,-0.148760330579,4
MOMO,7.320457561906269,0.8681750438878132,0.4642995621930427,0.14846797385869043,0.25760576380402866,0.3795,0.3108,0.2721,4
GATX,7.274130086037675,1.027473243797173,0.3700492321257991,0.027741672902963227,0.11817012471338292,1.7660841938,-0.00141978230005,-0.967419928826,5
BIIB,7.173524061988245,1.2397049084674017,0.7873469660816627,0.17520335008640153,0.3397880303076781,0.0932646868159,0.74498838171,0.811557788945,5
LMT,7.1649934557459485,1.1026807496235276,0.13988831672574065,0.13108062615721258,1.992324912056284,0.150261204289,0.23464130004,0.245208568207,5
MTD,7.156586676980943,1.6304656206899915,0.5787345960915387,0.20116329386255652,1.333497314511146,0.0337412386056,0.0946097528145,0.123462862764,5
ARLP,7.12403432347311,1.0357740111890514,0.9492776746936362,0.15441099720338006,0.31864180698833416,0.0376879424821,0.109987888839,0.1592023012,5
NBLX,7.090380456501519,1.3754445322647715,0.7422708975974743,0.054679260526533435,0.1965555240239853,0.454567982358,0.508394066391,-1.0,5
OSK,7.075332495304955,1.5914311497703841,0.18103078024337868,0.10409068860823167,0.2228632971767059,0.119274175703,0.22780250053,0.286833855799,5
WUBA,7.0082508364364235,1.716501680405911,0.8905605688616931,0.06689099833825428,0.0966912491299167,0.2252,0.4879,0.4699,4
RJF,6.990961011415537,1.7263574763268357,0.0,0.026628895184135977,0.1571189788785899,0.0,0.206963972009,0.242784380306,5
AAPL,6.98783158824374,1.6145093305735827,0.3781776810903472,0.16323009842961633,0.6106445053487756,-0.0338475436719,-0.0718113251919,-0.00333055786844,5
LAD,6.976226423641353,1.0663691905255999,0.15417393294246687,0.044625980045694374,0.18498330721537098,0.0994935284187,0.0218291305984,0.0724106324473,5
CTL,6.961852271992133,1.7450152518953779,0.5501540109816526,-0.08138457261128788,-0.39116555308092055,-0.0204276289643,2.04039238315,2.01840490798,4
UHS,6.918687756576256,1.7476219446939716,1.0,0.06983515094380048,0.14804477748880154,0.0562537468862,0.0450798699508,0.097005988024,5
GWW,6.917457915819352,1.4085741454516973,0.38281386035173254,0.14138218151540383,0.45768194070080864,0.011269549218,0.0856777493606,0.113603473227,5
AFI,6.853085955415118,1.5370863109232678,0.1966492721779731,-0.23016097147698392,-0.41687979539641945,-0.158142269253,2.8995215311,3.07142857143,3
CHL,6.845696853767769,1.434164154541102,0.8820293722067428,0.07668483179352951,0.1119160399275943,-0.0354,-0.0132,-0.0134,5
JLL,6.822844803239676,1.565168824486679,1.0,0.03915129529131255,0.10458959379457221,0.102019805863,0.104850361197,0.031954887218,5
TD,6.810006982001121,1.7446043160704832,1.0,0.008436568050262832,0.1424722000834947,0.0571,0.0598,0.075,5
HFC,6.738167955243286,1.4734550833683362,0.20405330305334754,0.06349347270547967,0.12920091405546794,-0.0545035300502,-0.296524463551,-0.2576,5
BMO,6.678527736592919,1.7752956855546682,1.0,0.007040907023853902,0.11918560150458299,0.0183,0.0027,0.0137,5
RS,6.635098579593883,1.183962676568538,0.30339535985711424,0.0862736899066547,0.13473283908884878,0.014596983087,0.106990689601,0.185310734463,5
MT,6.63207456315887,1.049932084821553,0.11847487275262057,0.05642801564948657,0.12234472271064012,0.1544,0.1272,0.1317,4
EVR,6.593593673330133,1.1313059611566214,1.0,0.1144595212907809,0.3419920985701079,-0.0257573196522,-0.211547025766,-0.199138858988,5
CAT,6.580419120805213,1.1399406372528877,0.3191449814126394,0.07766433405988299,0.4165014696835054,-0.0313117066291,-0.00878477306003,0.0442733397498,5
KEM,6.577367272522211,1.2387459849980902,0.3315996754453587,0.15673149507433076,0.323087509676814,0.347095856848,-0.188355747282,-0.259336099585,5
OTEL,6.576563570506623,1.4408193047576983,0.520839307905554,0.06456582053087084,0.4155650319829424,-0.0785037772015,-0.176507869441,-0.182795698925,5
BNS,6.562513928263925,1.229872019846653,1.0,0.008560901278226344,0.1310480161893675,0.0427,0.0446,0.0365,5
JPM,6.55627957833842,1.1920566401432284,0.0,0.013556331280403695,0.13940611487391422,0.0,0.328669039728,0.423622047244,5
RY,6.554261559915629,1.1856446511801775,0.937147688838784,0.009290240602247308,0.15526978124491259,0.0437,0.0677,0.0877,5
LRCX,6.539093158764976,0.9417294827404235,0.45148727013529416,0.18259888297408297,0.4688689125595198,-0.156160310333,-0.0794944807809,-0.0244399185336,5
PKG,6.536728958012249,1.7054425329491665,0.2360610542337349,0.09624367727134525,0.2267665255617063,-0.000790129459673,-0.0563685636856,-0.0588235294118,5
NC,6.535264961104714,1.6616777178850948,0.22078161571742677,0.08910612829465818,0.13694919002598552,0.0387079551522,0.13934167026,0.131474103586,4
MCRB,6.504258054748244,1.541445156882579,1.0,-0.5306478405315614,1.4543291118284911,0.22068135989,-0.289694972812,-0.489711934156,4
WILC,6.500240512528917,1.7983800199459532,0.29036053748032575,0.053529811562112485,0.056630050422264926,0.2201,-0.0787,-0.0766,4
GD,6.481525797867915,1.2924177876716005,0.17939008894536213,0.07133351077987757,0.256610444133461,0.0512285927029,0.0415545590433,0.0670785525154,5
AGIO,6.480729145766115,1.315808370513239,0.9779953551319109,-0.4619434830102128,-0.6423950241051133,3.71934209465,0.189129203417,0.137645107794,3
ALSN,6.460373296831387,1.7585175512234559,0.5166790214974055,0.13573033707865167,0.7733674775928298,-0.0196905766526,-0.0547730829421,0.029106029106,5
TRV,6.449286127098291,1.371353040962882,0.39416104619866377,0.023809956230362687,0.10106772539798789,0.0381119172713,0.0392390011891,0.068303094984,5
ITUB,6.432629026853481,1.2807075263582557,1.0,0.016040087661168805,0.18209267301253015,-0.114,-0.0836,-0.0821,5
CSU,6.3820804499500685,1.337446515016375,0.0,-0.028421640519493634,-2.5057375339036096,0.0,-0.327748339428,-0.338888888889,4
CP,6.376184815795567,1.091189173101646,1.0,0.10908928331917557,0.3451690479558636,0.0650628758885,0.250640697078,0.287912087912,4
CSL,6.364952308488028,1.7758889292632616,0.28508188544351154,0.08602620087336245,0.17890116543060391,0.1677023921,-0.226313205695,-0.179385530228,5
BBD,6.3301083341676,1.3100830114941344,1.0,0.012702688406494779,0.13344481418313792,-0.1691,-0.1719,-0.1713,5
NEE,6.310534788241536,1.1446441607876308,0.0,0.06401033731268442,0.19441190253045923,0.0,0.234287839345,0.223190932868,5
SPRO,6.30922763598511,1.2577563062736923,1.0,-0.5742061958662809,-0.8169737442003916,3.5756429652,0.462363784744,0.288461538462,3
DK,6.29875748204198,1.5539654311169542,0.09572820545912113,0.044268346564428546,0.16923663706206069,-0.0850123355263,-0.0867391943546,-0.00243309002433,5
TECD,6.297935746614684,1.4618058129569433,0.06210121777899657,0.028224510949113053,0.12005302208238298,0.01850614766,0.0995948088555,0.157718120805,5
AMGN,6.290600964077451,1.2575102640687046,0.8135433610136118,0.13134138375734838,0.81071022433578,-0.0325766059249,-0.0657612580415,0.0204724409449,5
FMS,6.279287401282489,1.550984846047897,0.3115236939329866,0.07552411247381514,0.1685537272000443,-0.1435,0.5486,0.5516,5
RRTS,6.279197925591346,1.771681710088111,0.0,-0.1940308650582279,3.1750934713833763,0.0,0.816035356305,0.814345991561,3
GM,6.25877933888234,1.2527426024065726,0.19372326704897366,0.02952152501567728,0.16108346094946402,0.00731254499299,-0.159970052408,-0.176470588235,5
LH,6.257724870681052,1.3584710337749426,0.28026893959447297,0.05459892618610715,0.12676076541297301,0.0238005289006,-0.0675568631889,-0.0332950631458,5
OSB,6.249877491261797,1.295478974199853,0.30445544554455445,0.1910401647785788,0.4507897934386391,0.0885,-0.1491,-0.1522,4
TSN,6.234844857374305,1.287764203549317,0.1184294304916873,0.06109315043659546,0.1435875585854282,-0.0202887241514,-0.331349206349,-0.328199052133,4
IBM,6.200557046177092,1.3079640238474113,0.47296719250262487,0.06197022065104543,0.4525214720982678,-0.0121290881525,0.0805453712191,0.110762800418,5
CACI,6.136249815489356,1.6601041054440322,0.0757804169430049,0.05221391735502747,0.11200629519877234,0.1090901086,-0.118095699785,-0.125102207686,5
MGA,6.135674299862025,1.289059955443495,0.1413770299066794,0.08849489304297553,0.21455938697318008,0.0139,0.0455,0.1252,4
PTGX,6.065594806344659,1.6380740362438506,1.0,-0.49824744863378456,-0.9652718723425542,-0.408245755861,0.983018189292,0.712643678161,3
MHK,6.0573836866147674,1.092088767626588,0.2683914384105705,0.05559339582331093,0.0916533956760976,-0.0570905580201,-0.136349604969,-0.103209019948,5
PRTA,6.044959407056783,1.6260904946263037,1.0,-0.18526813398589922,-0.2846134962131899,-0.147643979058,-0.500934819622,-0.503816793893,4
UNH,6.031712709629999,1.5319953932091235,0.8838884185748798,0.07958525266118041,0.2289860348136872,0.0742237100312,0.154597029868,0.168674698795,4
ADS,6.028304311779908,1.0007776148513232,0.5184276064716106,0.010492624967918232,0.17502990618900713,-0.189563902193,-0.711348769598,-0.694760820046,5
PAM,6.015985740754879,0.944052603567984,0.5247492342791141,0.18429567544381162,0.36890364108661783,0.094,-0.026,-0.0186,4
PSX,5.9793636317231895,1.14127287660584,0.1096436859813781,0.05238419618528611,0.1234845443596949,-0.130589017811,-0.450223413762,-0.427127211457,4
MGEN,5.936255834366775,1.4628740965820082,1.0,-1.3836825061132774,-2.657928145232957,-0.46804197472,0.280402409565,0.218181818182,4
IBA,5.935173023333849,0.9024173532373574,0.15772950089899548,0.06358716029937585,0.08823893582190227,-0.0837,-0.3191,-0.3212,4
VRS,5.917065447939166,1.1575546056438841,0.12520458265139117,0.0557815223707147,0.0947680157946693,-0.152354570637,-0.438596491228,-0.440643863179,4
AVGO,5.911166017401721,1.349344118084612,0.5524184626277825,0.03993006682174448,0.10805500982318271,0.16304854188,-0.78016151399,-0.769178315718,5
SNA,5.910302770003345,1.0488968361584199,0.49436997319034853,0.12180556775270045,0.20342612419700215,-0.0139037433155,0.0200029416091,0.0422185430464,4
EMN,5.900884875079453,1.6017881203337723,0.24091448290736547,0.04741379310344827,0.12739174219536759,-0.098830173457,-0.297222222222,-0.278431372549,4
HII,5.859244130076075,0.9926436661698956,0.17669592976855547,0.07808277627648984,0.34571788413098237,-2.33389687236,-0.234449760766,-0.305395495024,5
MAN,5.845208217170791,1.2999615525536827,0.16177055623457234,0.05048895249246514,0.16977761574917974,-0.0569712210115,-0.163463265673,-0.0974477958237,4
CO,5.83898411010983,1.5064814619684965,0.8114758085601547,0.04443993958744371,0.08519036032467406,0.0002,0.1584,0.0783,4
PNC,5.83683650385702,1.0289556977845769,0.0,0.01398323372088461,0.11200972175662086,0.0,-0.00779510022272,0.0285986653956,5
NUE,5.8294559578715175,1.5150239948400224,0.11860205593394761,0.06929224004405422,0.12272247970769269,-0.376290913459,-0.461555079345,-0.443548387097,4
PRU,5.820621899481451,0.8946580739829634,0.4318514975234157,0.004668998563385057,0.06632337796086508,0.186493132101,0.0274914089347,0.0612033195021,4
ABUS,5.810602989082598,1.0368268121415078,1.0,-1.456606812905671,-2.1132052128010557,0.0,1.69405888538,1.38842975207,4
GOGO,5.795120917663121,1.4862198177410681,1.0,-0.12019757964929612,0.36602572137682066,-0.0649366051888,-0.0989131709364,-0.10396039604,4
CE,5.790000820626385,1.645576431452829,0.25504208353184055,0.0899113550021106,0.33984842441164737,-0.185598377282,-0.294117647059,-0.234705228031,5
DLPH,5.775999110287833,1.3735079640105852,0.184643886372993,0.09195992807603391,1.226027397260274,-0.294314381271,-0.90782122905,-0.95297029703,5
SELB,5.756685235123033,1.726810561986501,1.0,-0.5558959113780394,-6.591639871382637,6.3942414175,-0.15284070038,-0.582191780822,4
GIFI,5.680312970095612,1.1448519518434066,-0.05604534005037783,-0.19540543641233182,-0.3235026361463143,1.36228460256,1.42388850721,1.38235294118,3
REV,5.674743152703204,1.3105942266242974,0.5644375121856112,-0.09752055157783081,0.27838758516275547,-0.0615274896266,0.605895196507,0.600574712644,3
STLD,5.668495647249746,1.7394244488292487,0.14629577798968008,0.08109256364819446,0.16465415421727186,-0.340892555323,-0.466692467055,-0.431226765799,4
TRTN,5.638309889726191,1.7857446076154484,0.17272867977093329,0.0351606246965948,0.1338899163072019,-0.233232915808,-0.0300782423367,0.0433789954338,5
CMI,5.633418365004296,0.8289847759503663,0.2537015824530143,0.1145057506206617,0.30105235113893697,0.0423566323863,0.0555815039701,0.101515151515,4
PVH,5.631565369111405,1.2714458113699334,0.5437884751236249,0.030614041522999045,0.07180590209068227,0.0150895767006,-0.440916398714,-0.422564102564,4
SCHN,5.629599216296499,1.7758830261498082,0.12858610424605246,0.048542058296991764,0.08084348689458853,-0.22579679869,-0.639855290155,-0.637809187279,4
OPTN,5.62365519702656,1.2296076836359737,0.8258609914147561,-0.6374341152620909,-1.787067859636588,3.5840788753,0.0318307112453,-0.0186567164179,4
TDG,5.578021745321378,1.760771324767183,0.5378444988640112,0.05473914025399743,-0.30735723624782163,0.290130010884,-0.0703110143334,-0.145679012346,4
TECK,5.485177121324899,0.8656748992637799,0.36779687997453303,0.07840811588351143,0.13577171823107967,-0.0459,0.191,0.1975,4
HCA,5.480337779645143,1.2582320013730433,1.0,0.0777886279905899,-1.2482193732193732,0.0998136127,0.0945339318722,-0.0577981651376,4
RDUS,5.469886136149624,1.2867532501311403,0.9117974578373731,-0.6068555470885372,3.1456042006669978,0.0,-0.399137966088,-0.407786885246,4
MTSI,5.455711892969877,1.7074559308524095,0.4416739375795465,-0.3471481782313984,-1.222691592119683,-0.101739477261,1.74186473492,1.7037037037,3
CNCE,5.383451607193747,1.4015135706988027,1.0,-0.5685999228928283,-0.7704347654671437,-0.897477391718,0.395223475653,0.370833333333,4
CHT,5.35643199264747,1.3077048114845176,0.3524083106323908,0.08260465554452032,0.10297273348422516,-0.0864,-0.0676,-0.0661,4
RYI,5.298341413235773,1.6725863474816787,0.18391238670694865,0.04076181053673015,0.47740440324449596,0.0920722859781,-0.222641509434,-0.228873239437,4
BNED,5.224388746322867,1.6722014420325217,0.2593703170531636,-0.025760426134562135,-0.05408896029540996,-0.0529527145736,-0.903494532122,-0.903703703704,4
OII,5.148040797880811,1.7918566095856525,0.04796779882468054,-0.12713857924159228,-0.3258477611549489,-0.239750514602,0.641072496668,0.62962962963,4
AGM,5.135883984266242,0.8248154539894631,0.0,0.005781432742594439,0.1436170283446968,0.0,0.279325773538,0.323922734027,4
BTI,5.119113046113813,0.8903013767018377,0.8142250530785565,0.04121851553210983,0.09217040523195427,0.2888,-0.8489,-0.8648,4
LOV,5.070676820710099,0.8841471141135073,0.3353482989162927,-0.04936209474768069,-0.15987428512694318,0.2498,0.467,0.9056,3
CRIS,5.058936589432679,1.703481716039559,0.9500199920031988,-0.9155154242743613,0.9478045471970747,-0.032967032967,-0.0133231005372,-0.0102040816327,3
ASMB,5.0584906425845775,1.3805448931690782,1.0,-0.28723739140411936,-0.35734965247404077,-1.17213565536,0.0758448942711,-0.0653266331658,4
DO,5.022622810177394,1.4182583246231055,0.19092759451951982,-0.061229226245122594,-0.11051695279700267,-0.823415681252,0.981527913375,0.984732824427,4
SIF,5.004942281918638,1.4448820963684652,0.09458978782435484,-0.07810695220553804,-0.20818771842236644,0.0529598099386,0.0468619246862,0.0384615384615,4
TLGT,4.997450841954706,1.3047022033150937,0.3569715915988831,-0.12142770836857494,4.734124740908235,0.050837614474,-0.307038834951,-0.308823529412,3
CCM,4.975254383063352,0.9099248813162247,1.8964787478102434,-0.051222424943226603,-0.5369528738841449,-0.3854,0.2091,-0.2065,4
BKD,4.889184755166552,1.665354949836823,0.2160524987380111,-0.037241433758574166,-0.38476153002200025,-0.179165234687,-0.492802759258,-0.489361702128,4
CPS,4.853826463094859,1.1392235311721972,0.11553274996782911,0.025622044770377092,0.0788728939761147,-0.351245402453,-0.373373791363,-0.345514950166,4
CYAD,4.815477878945373,1.1811528000229832,1.0,-0.3968971038931247,-0.6732806850273264,-0.014,0.3646,0.451,3
WRK,4.8067558258560545,1.5076046538657848,0.20498660396959922,0.028613873533907888,0.07394236454468334,0.104628893014,-0.547295524894,-0.549597855228,4
STML,4.702353283037962,1.7306040357504395,0.886772459323863,-0.4108334270515207,-0.46949590154448523,0.0,-0.0965269190778,-0.387959866221,3
SALT,4.700095691110763,1.1807627003745798,0.4098969826355831,-0.03972919824654841,-0.10335495363814919,0.211,-0.2012,0.2571,4
AERI,4.684993262952555,0.9376410625779242,0.6742359203296703,-0.44095773826357465,-1.1954537286612759,1.00174171623,-0.141841775989,-0.213261648746,4
ASTC,4.67899181857278,0.8579989264875991,0.29133858267716534,-2.0406283856988083,-2.7821270310192023,-0.26,-0.431439136669,-0.530674846626,4
OTIC,4.485488864985845,1.372027311866424,-0.52,-0.5381363077886724,-1.1104068799244402,0.55223880597,-0.113028113088,-0.121212121212,3
KPTI,4.452731095494399,1.7409266318627987,0.9411390702565231,-0.6766611405498316,-4.0099248603688675,0.291649885891,0.118734130387,0.0254777070064,4
SNDX,4.389758414393924,1.4936754317726655,1.0,-0.8822825659189295,-1.773639240506329,0.0,-0.242208731629,-0.369863013699,3
BRFS,4.201594302246986,1.5829368973095022,0.16124405400749972,-0.04990278983729031,-0.30367860322200557,-0.2729,-0.8336,-0.8159,4
TIVO,4.194612307232057,0.8397634809768202,1.0,-0.17211106317038896,-0.3819255776611905,-0.290840895863,0.173806634073,0.137323943662,3
KALA,4.141069207504187,1.1560831066129387,1.0,-0.6113605878579343,-3.1775225650006735,0.0,0.413692349186,0.10843373494,4
LILA,4.036891003957483,1.787046009372239,0.7598834228350919,-0.02567191706453676,-0.11090406733920195,0.037622521925,-0.556355224264,-0.560706401766,3
AYTU,3.965791695058062,1.6167133769087436,0.6991893974569819,-0.7814176569135723,-3.827963415539169,2.1799,-1.6632,0.7727,3
VECO,3.9108530663370136,0.9489096354221076,0.3772370984549862,-0.09624025777178005,-0.2102282436877857,-0.183384180179,-0.806594642927,-0.80764774044,4
NNBR,3.8245721719261123,1.260427519255821,0.24286005916566267,-0.03031224707908772,-0.13230694327680545,0.12803367461,-0.823263393921,-0.993808502994,4
SIEN,3.8038325600988796,1.1685049048496845,0.6055866856234842,-0.522582728322342,-1.3045357954129113,0.227169281426,0.292773548598,-0.190769230769,3
GTT,3.7474853876415835,1.610146405022686,0.454855886097928,-0.022258654391827982,-0.36379251116454825,0.17053917188,-0.564913722268,-0.608333333333,3
VNTR,3.6207230380948348,1.121302191060473,0.11173708920187793,-0.0772626931567329,-0.2627627627627628,-0.667132867133,0.0736196319018,0.0718954248366,3
SVVC,3.5668391330090583,1.267927485320524,-2.3736056874629092,0.09365809260776146,0.10370911528183013,-1.6542,-0.2409,-0.2396,4
PULM,3.4586536037332376,1.1570802903214588,0.0,-0.5705579256468503,-1.8691351302296033,0.0,0.0016048241988,-0.753012048193,4
VXRT,3.4496395275347944,1.0115798964170177,1.0,-0.5034834737524303,-1.4395460160592959,-1.0,0.0354306658522,-0.703448275862,3
TDW,3.3475127270542533,0.9492093013157505,0.01416917926046503,-0.0897375671719653,-0.13967593582571525,0.13649851632,-0.173592122064,-0.42480620155,3
NBRV,3.334334267646206,0.8113758741484135,0.9926168125725134,-0.8794109209142201,-2.0052333187963365,0.0,-0.278933612128,-0.504424778761,3
PBYI,3.2422898673053435,1.4178879174564403,1.0,-0.3218322300504459,-4.329153066483422,0.25830752877,-0.3343605547,-0.347826086957,3
SRNE,3.1938929898024893,1.152834941563901,0.7299990898334395,-0.5237647767703432,-3.71644525881814,0.135003184037,0.434941534833,0.145833333333,3
ICPT,3.0266496410603723,0.8674590140047014,0.9832858469377227,-0.45660006941445463,-6.685565210644736,0.39769298023,0.114599569269,0.00276243093923,4
IBIO,2.97082865561192,0.998720882979392,0.0,-0.575197802916367,-7.142915144133171,0.0,0.0923936665632,-0.38961038961,4
AQMS,2.8428483510369635,1.136124850679555,-4.088018054985638,-0.6449592536067037,-0.9033253342475146,0.0880843162953,0.112808664977,-0.271186440678,4
HDSN,2.3472528590904433,0.8426813743708675,0.10591821497109077,-0.14398872069851737,-0.5750260468621844,-3.33061778683,-0.533947789216,-0.534351145038,3
SHIP,1.354589806497388,0.9100071268214395,0.3342875874125874,-0.07870325382528162,-0.988499272402948,0.5081,-5.5094,-5.2222,4
ALIM,1.2769215821264592,0.9057927010869637,0.8771666388595369,-0.20757717307042478,2.349381327334083,0.118843252702,-0.362532047369,-9.76,4
TTNP,0.7712950221534496,0.9582217342733598,0.643312101910828,-1.7284183994959041,-11.484996510816469,-0.617927631579,0.824005319738,-0.560975609756,4
APEN,0.47628078350492814,1.0973376549182152,0.5062804409125865,-0.3678099273283098,-12.921337729627885,-0.226516840393,-0.400877978466,-0.450216450216,4
VSTM,-0.7379945824781193,0.9211641069747509,0.9427131072410633,-1.0287012396067454,-20.798578199052134,-0.380258351222,1.05993041942,0.785714285714,4
DVAX,-4.800464195119879,1.0675281163433796,0.7111786251739118,-0.5468201298608224,-18.407720144752712,-10.1546052632,-0.039641533301,-0.152941176471,4
WKHS,-5.050030859279962,1.3469567672814666,-19.90425761917678,-3.092165855285824,2.366830987801349,-0.0492,0.0958,0.3019,4
